"chr"	"start"	"end"	"region"	"lambdan"	"pvalue"	"nd"	"BH"
"1"	"10"	80730000	83950000	"10:80730000-83950000"	-3.29955530680005	0.960405490655334	322	0.961163107397897
"2"	"10"	52810000	57650000	"10:52810000-57650000"	NA	NA	484	NA
"3"	"10"	104540000	109840000	"10:104540000-109840000"	77.0891788489314	0	530	0
"4"	"10"	36910000	39550000	"10:36910000-39550000"	NA	NA	264	NA
"5"	"10"	63860000	67550000	"10:63860000-67550000"	27.5545276318771	0	369	0
"6"	"10"	75270000	76870000	"10:75270000-76870000"	35.4252046401427	0	160	0
"7"	"10"	25260000	26560000	"10:25260000-26560000"	36.0600805965099	0	130	0
"8"	"10"	33180000	34640000	"10:33180000-34640000"	0.548152338033871	0.0885315253358804	146	0.401420978656123
"9"	"10"	50980000	52020000	"10:50980000-52020000"	12.5096047273652	3.33066907387547e-15	104	1.11197600834825e-13
"10"	"10"	21980000	23090000	"10:21980000-23090000"	17.0207484983863	0	111	0
"11"	"10"	84540000	86380000	"10:84540000-86380000"	9.39408716808867	1.21584409207287e-10	184	3.30535901030668e-09
"12"	"10"	128190000	130100000	"10:128190000-130100000"	35.7697168691862	0	191	0
"13"	"10"	1710000	2910000	"10:1710000-2910000"	-0.601048625687147	0.30229636977371	120	0.61836276947071
"14"	"10"	3770000	4780000	"10:3770000-4780000"	-1.31803202077013	0.515722842883769	101	0.689402476482424
"15"	"10"	8080000	9220000	"10:8080000-9220000"	0.57054901708309	0.0860652024074889	114	0.396336032260811
"16"	"10"	89780000	90860000	"10:89780000-90860000"	4.05737062443658	0.000199588718842847	108	0.00267661461084544
"17"	"10"	35610000	36870000	"10:35610000-36870000"	0.395917171063217	0.106826479940625	126	0.434846612464192
"18"	"10"	130210000	131870000	"10:130210000-131870000"	1.97139942633657	0.010912448014232	166	0.0937534472735144
"19"	"10"	111120000	112110000	"10:111120000-112110000"	1.88080415011547	0.0126832191996771	99	0.106093037964771
"20"	"10"	119950000	120880000	"10:119950000-120880000"	11.7087222489749	5.61772850460329e-14	93	1.79672896542186e-12
"21"	"10"	117490000	118250000	"10:117490000-118250000"	10.9081142874637	8.74966765707086e-13	76	2.64295516688982e-11
"22"	"10"	23550000	24180000	"10:23550000-24180000"	-0.280563769791855	0.224517502390157	63	0.568573952757927
"23"	"10"	98470000	99270000	"10:98470000-99270000"	2.45101407079852	0.00474933068729999	80	0.0468288927353984
"24"	"10"	125840000	126510000	"10:125840000-126510000"	2.41417039699783	0.00507327944087654	67	0.0496372790539232
"25"	"10"	126780000	127440000	"10:126780000-127440000"	2.60058228501718	0.00362013283742602	66	0.03625848836643
"26"	"10"	75300000	76040000	"10:75300000-76040000"	-1.1233183401493	0.454209115783369	74	0.672989631177342
"27"	"10"	86390000	86630000	"10:86390000-86630000"	-1.60949342207965	0.608397772295661	24	0.718224767254373
"28"	"10"	44450000	44850000	"10:44450000-44850000"	0.327931088633698	0.115895420721143	40	0.454271855061453
"29"	"10"	123580000	124390000	"10:123580000-124390000"	38.3619107435075	0	81	0
"30"	"10"	101240000	101560000	"10:101240000-101560000"	-1.60354101853516	0.606526072175186	32	0.71817940655841
"31"	"10"	93900000	94310000	"10:93900000-94310000"	-0.760767519464759	0.345915516147916	41	0.641224399763745
"32"	"10"	60440000	60770000	"10:60440000-60770000"	-1.83392886694692	0.677403368912387	33	0.74622206138366
"33"	"10"	93540000	93860000	"10:93540000-93860000"	2.13044542523602	0.00833663111406302	32	0.0750099716787798
"34"	"10"	92040000	92460000	"10:92040000-92460000"	-2.01879179969803	0.730922882163919	42	0.776723729724783
"35"	"10"	26700000	26880000	"10:26700000-26880000"	-0.701922314240416	0.329502633287372	18	0.633712729315598
"36"	"10"	119610000	119900000	"10:119610000-119900000"	-1.74441254337424	0.650304074610939	29	0.732927925455054
"37"	"10"	17850000	18230000	"10:17850000-18230000"	-0.0645846584429459	0.180095736747064	38	0.528484482698015
"38"	"10"	95970000	96330000	"10:95970000-96330000"	-0.33890282114518	0.237640648320634	36	0.575091422023588
"39"	"10"	3190000	3760000	"10:3190000-3760000"	-0.108225960790479	0.188541041331531	57	0.536034619447109
"40"	"10"	113790000	114120000	"10:113790000-114120000"	1.83299910446005	0.0137184478057469	33	0.112769789090006
"41"	"10"	90890000	91270000	"10:90890000-91270000"	5.81589980850681	3.23947064717611e-06	38	5.62987455851702e-05
"42"	"10"	70460000	70880000	"10:70460000-70880000"	-1.41785487416061	0.547575345593919	42	0.698059004923721
"43"	"10"	112130000	112410000	"10:112130000-112410000"	2.03568586616361	0.009795337797459	28	0.0853113401764965
"44"	"10"	73830000	74110000	"10:73830000-74110000"	0.33919905703185	0.11435303553354	28	0.451036922678172
"45"	"10"	102180000	102390000	"10:102180000-102390000"	0.444955296771796	0.100635484097908	21	0.424214442538307
"46"	"10"	84290000	84530000	"10:84290000-84530000"	-2.19364627501132	0.777713277485614	24	0.80764818611296
"47"	"10"	88560000	88810000	"10:88560000-88810000"	2.79439525519484	0.0025251855837144	25	0.0264761882413691
"48"	"10"	120940000	121720000	"10:120940000-121720000"	0.726484031338577	0.0703865736764253	78	0.355549010400574
"49"	"10"	116800000	117170000	"10:116800000-117170000"	0.139613065442202	0.144104771921882	37	0.494253088795243
"50"	"10"	89240000	89400000	"10:89240000-89400000"	0.0320524961258759	0.162343538980339	16	0.509442364325894
"51"	"10"	110310000	110580000	"10:110310000-110580000"	2.43570594365644	0.00488157162911385	27	0.047884694897957
"52"	"10"	117190000	117450000	"10:117190000-117450000"	-1.12651837824366	0.455207889764029	26	0.672989631177342
"53"	"10"	95180000	95360000	"10:95180000-95360000"	-1.18951021065772	0.474964655998912	18	0.679081698246378
"54"	"10"	16830000	17250000	"10:16830000-17250000"	3.2669162980314	0.00101034350767559	42	0.0117595333034046
"55"	"10"	15920000	16380000	"10:15920000-16380000"	-0.0933628110239122	0.185634505007028	46	0.532021781669239
"56"	"10"	125160000	125710000	"10:125160000-125710000"	0.664975720195927	0.0762660583383383	55	0.374540152304149
"57"	"10"	21780000	21960000	"10:21780000-21960000"	-0.229733048549673	0.213470925673362	18	0.555795900083428
"58"	"10"	127880000	128100000	"10:127880000-128100000"	-1.18110127867133	0.472316541402666	22	0.677409629771648
"59"	"10"	32460000	32770000	"10:32460000-32770000"	0.133910825971661	0.145032331311537	31	0.495950631600818
"60"	"10"	59240000	59590000	"10:59240000-59590000"	-0.0826146062255167	0.183551998298538	35	0.532021781669239
"61"	"10"	35310000	35580000	"10:35310000-35580000"	-0.0266738632692014	0.172975436151702	27	0.520754811414489
"62"	"10"	7490000	7720000	"10:7490000-7720000"	-1.9180876463318	0.702221333871183	23	0.760573248922517
"63"	"10"	86690000	86910000	"10:86690000-86910000"	-1.31702835645625	0.515403039922635	22	0.689402476482424
"64"	"10"	7230000	7410000	"10:7230000-7410000"	-0.395096531462016	0.250726679458577	18	0.5865185875964
"65"	"10"	101820000	102060000	"10:101820000-102060000"	-1.83025927363614	0.676305600559902	24	0.746181386277436
"66"	"10"	77800000	78020000	"10:77800000-78020000"	1.24357754536084	0.0342613172248504	22	0.224438164126989
"67"	"10"	80370000	80570000	"10:80370000-80570000"	-0.29055775425219	0.226731955569798	20	0.569974783948911
"68"	"10"	30370000	30620000	"10:30370000-30620000"	0.143460414138574	0.143481598655576	25	0.49419996785803
"69"	"10"	10670000	11030000	"10:10670000-11030000"	0.823730976797755	0.0618532947163826	36	0.329694549213528
"70"	"10"	28230000	28400000	"10:28230000-28400000"	-1.7507571818803	0.652245564786572	17	0.732933752458722
"71"	"10"	60080000	60220000	"10:60080000-60220000"	-0.537946009134286	0.285909560617471	14	0.609961764411488
"72"	"10"	11490000	11740000	"10:11490000-11740000"	-1.80535614884389	0.668825938673903	25	0.74149476335359
"73"	"10"	30760000	31020000	"10:30760000-31020000"	-0.0655885272244786	0.180286972865333	26	0.52863807297801
"74"	"10"	97410000	97690000	"10:97410000-97690000"	0.693060585294444	0.0735333227758755	28	0.365363698879442
"75"	"10"	119180000	119450000	"10:119180000-119450000"	0.0950863596905695	0.1514631719265	27	0.501434110602178
