"chr"	"start"	"end"	"region"	"lambdan"	"pvalue"	"nd"	"BH"
"1"	"10"	80730000	83950000	"10:80730000-83950000"	28.8492457326945	0	322	0
"2"	"10"	52810000	57650000	"10:52810000-57650000"	NA	NA	484	NA
"3"	"10"	104540000	109840000	"10:104540000-109840000"	65.3045657189609	0	530	0
"4"	"10"	36910000	39550000	"10:36910000-39550000"	NA	NA	264	NA
"5"	"10"	63860000	67550000	"10:63860000-67550000"	0.935215300408852	0.0531461805657893	369	0.244004476811486
"6"	"10"	75270000	76870000	"10:75270000-76870000"	4.29001715395744	0.000120551045806327	160	0.00117024286487525
"7"	"10"	25260000	26560000	"10:25260000-26560000"	19.07210165284	0	130	0
"8"	"10"	33180000	34640000	"10:33180000-34640000"	4.01720941832223	0.000217418842845207	146	0.00202443565404338
"9"	"10"	50980000	52020000	"10:50980000-52020000"	5.29232892192888	1.18495374255012e-05	104	0.00013146143344401
"10"	"10"	21980000	23090000	"10:21980000-23090000"	28.7399008400934	0	111	0
"11"	"10"	84540000	86380000	"10:84540000-86380000"	11.9136839819805	2.74225087082414e-14	184	5.81931144099308e-13
"12"	"10"	128190000	130100000	"10:128190000-130100000"	67.3195919241623	0	191	0
"13"	"10"	1710000	2910000	"10:1710000-2910000"	0.421552162811973	0.103554105432992	120	0.37221119474243
"14"	"10"	3770000	4780000	"10:3770000-4780000"	0.331355959163089	0.115424897619649	101	0.39215089189406
"15"	"10"	8080000	9220000	"10:8080000-9220000"	-0.423784483980126	0.257573699631062	114	0.540968418782153
"16"	"10"	89780000	90860000	"10:89780000-90860000"	3.12446441332347	0.00133932399910608	108	0.0109119031177169
"17"	"10"	35610000	36870000	"10:35610000-36870000"	1.78841120721742	0.014751907972672	126	0.0904948976474838
"18"	"10"	130210000	131870000	"10:130210000-131870000"	23.0688576555166	0	166	0
"19"	"10"	111120000	112110000	"10:111120000-112110000"	-0.507691837604795	0.278233574584042	99	0.55666580245688
"20"	"10"	119950000	120880000	"10:119950000-120880000"	19.3839881973745	0	93	0
"21"	"10"	117490000	118250000	"10:117490000-118250000"	17.286334883242	0	76	0
"22"	"10"	23550000	24180000	"10:23550000-24180000"	4.60422759074356	5.97098398725793e-05	63	0.000607077759150179
"23"	"10"	98470000	99270000	"10:98470000-99270000"	-1.9767687981529	0.719087581837677	80	0.770262435523136
"24"	"10"	125840000	126510000	"10:125840000-126510000"	4.33647868712421	0.000108821311212259	67	0.00106773598366867
"25"	"10"	126780000	127440000	"10:126780000-127440000"	2.01654278301439	0.010116814963817	66	0.0657434404722148
"26"	"10"	75300000	76040000	"10:75300000-76040000"	5.99932007178424	2.03051246339125e-06	74	2.47045683045936e-05
"27"	"10"	86390000	86630000	"10:86390000-86630000"	-0.522714835781899	0.28203028186735	24	0.559349706307557
"28"	"10"	44450000	44850000	"10:44450000-44850000"	-2.21003760235861	0.781879510779359	40	0.808001193189316
"29"	"10"	123580000	124390000	"10:123580000-124390000"	26.5131829265438	0	81	0
"30"	"10"	101240000	101560000	"10:101240000-101560000"	3.18149197079596	0.00119740015631942	32	0.00988803296508116
"31"	"10"	93900000	94310000	"10:93900000-94310000"	-0.974690842412505	0.408525545199245	41	0.62111546279905
"32"	"10"	60440000	60770000	"10:60440000-60770000"	-0.600849816759927	0.302243963449683	33	0.572257447530533
"33"	"10"	93540000	93860000	"10:93540000-93860000"	-0.054333652407036	0.178150198012754	32	0.484175891844046
"34"	"10"	92040000	92460000	"10:92040000-92460000"	-0.887882006741399	0.382606407447318	42	0.610364242649786
"35"	"10"	26700000	26880000	"10:26700000-26880000"	-0.319758660902017	0.233282380663803	18	0.52699383752075
"36"	"10"	119610000	119900000	"10:119610000-119900000"	-1.32926256830969	0.51930291494645	29	0.671366307399055
"37"	"10"	17850000	18230000	"10:17850000-18230000"	-0.459650962535511	0.26629034249828	38	0.545008839276621
"38"	"10"	95970000	96330000	"10:95970000-96330000"	1.06106296743877	0.0445798700163834	36	0.215233499417724
"39"	"10"	3190000	3760000	"10:3190000-3760000"	1.00442816599258	0.0482775443427899	57	0.227371660453139
"40"	"10"	113790000	114120000	"10:113790000-114120000"	2.67612225106296	0.00314940102200478	33	0.0241002431239566
"41"	"10"	90890000	91270000	"10:90890000-91270000"	4.83922640679283	3.47744510665882e-05	38	0.000364732029865077
"42"	"10"	70460000	70880000	"10:70460000-70880000"	0.679270528896116	0.0748649319076002	42	0.307375704682498
"43"	"10"	112130000	112410000	"10:112130000-112410000"	-0.378122145632772	0.24672763706209	28	0.536364428395848
"44"	"10"	73830000	74110000	"10:73830000-74110000"	0.794364116886056	0.0643343836055321	28	0.279481521383521
"45"	"10"	102180000	102390000	"10:102180000-102390000"	0.514506789087239	0.0923428400451086	21	0.348834140959027
"46"	"10"	84290000	84530000	"10:84290000-84530000"	-0.0211865731428017	0.171961663961336	24	0.477092241019346
"47"	"10"	88560000	88810000	"10:88560000-88810000"	1.26969154669529	0.0329690103488275	25	0.171176227273429
"48"	"10"	120940000	121720000	"10:120940000-121720000"	7.01556637325989	1.36166354747225e-07	78	1.86145016789277e-06
"49"	"10"	116800000	117170000	"10:116800000-117170000"	0.13049341143541	0.145590317060227	37	0.44063404417067
"50"	"10"	89240000	89400000	"10:89240000-89400000"	-0.423065045829995	0.257400605965739	16	0.540968418782153
"51"	"10"	110310000	110580000	"10:110310000-110580000"	-0.762152072320478	0.346306273392582	27	0.595672901924093
"52"	"10"	117190000	117450000	"10:117190000-117450000"	1.56268651871156	0.021127295046793	26	0.122210185294444
"53"	"10"	95180000	95360000	"10:95180000-95360000"	-0.222479413295984	0.211923953610133	18	0.506669607231275
"54"	"10"	16830000	17250000	"10:16830000-17250000"	0.282329693216523	0.122303468774166	42	0.401590249868764
"55"	"10"	15920000	16380000	"10:15920000-16380000"	-0.0845078786932763	0.183917546482569	46	0.486096339363779
"56"	"10"	125160000	125710000	"10:125160000-125710000"	0.753313976461009	0.0679407446509317	55	0.289362564732673
"57"	"10"	21780000	21960000	"10:21780000-21960000"	-1.07922143194765	0.440507042237433	18	0.635514112318826
"58"	"10"	127880000	128100000	"10:127880000-128100000"	-1.16343044773129	0.466762626780851	22	0.648243537103628
"59"	"10"	32460000	32770000	"10:32460000-32770000"	-1.00446797835793	0.417557640108767	31	0.625153181936056
"60"	"10"	59240000	59590000	"10:59240000-59590000"	2.13891215901788	0.00821629683500125	35	0.0556391158585428
"61"	"10"	35310000	35580000	"10:35310000-35580000"	-0.294847597138971	0.227686788646486	27	0.523665266893304
"62"	"10"	7490000	7720000	"10:7490000-7720000"	4.16575274715623	0.000158087671695784	23	0.00149487047069847
"63"	"10"	86690000	86910000	"10:86690000-86910000"	-0.261268989713266	0.220281752089963	22	0.517392789657893
