"chr"	"start"	"end"	"region"	"lambdan"	"pvalue"	"nd"	"BH"
"1"	"1"	68985000	70260000	"1:68985000-70260000"	16.7519352551265	0	128	0
"2"	"1"	49365000	50810000	"1:49365000-50810000"	29.8189315899603	0	145	0
"3"	"1"	163360000	164895000	"1:163360000-164895000"	55.423478857562	0	154	0
"4"	"1"	247800000	248395000	"1:247800000-248395000"	10.0613807996435	1.4416579041665e-11	60	1.50577374253601e-10
"5"	"1"	196075000	196660000	"1:196075000-196660000"	6.27262749719993	1.00032829342123e-06	59	6.11286065679576e-06
"6"	"1"	3995000	5510000	"1:3995000-5510000"	29.3633813362766	0	152	0
"7"	"1"	79935000	80560000	"1:79935000-80560000"	1.33391446867567	0.0299680330529439	63	0.0821072363961528
"8"	"1"	176855000	177945000	"1:176855000-177945000"	5.89878765499452	2.62510776694036e-06	110	1.52102959518048e-05
"9"	"1"	60435000	61285000	"1:60435000-61285000"	16.051581383991	0	86	0
"10"	"1"	47225000	47640000	"1:47225000-47640000"	3.56636750548109	0.000550362179860153	42	0.00231029877510835
"11"	"1"	214855000	215735000	"1:214855000-215735000"	4.23454653945796	0.000136124791706993	89	0.000626774127940899
"12"	"1"	60555000	61240000	"1:60555000-61240000"	8.95796091053561	4.71988670369683e-10	69	4.22395272310546e-09
"13"	"1"	57285000	58515000	"1:57285000-58515000"	13.3046396464983	2.22044604925031e-16	124	3.40268354033764e-15
"14"	"1"	185715000	186225000	"1:185715000-186225000"	6.82568396384472	2.28848244909763e-07	52	1.530410588116e-06
"15"	"1"	2710000	3340000	"1:2710000-3340000"	20.6263190732507	0	63	0
"16"	"1"	177195000	177925000	"1:177195000-177925000"	0.977141417166138	0.0501500038819256	74	0.125858593365389
"17"	"1"	159205000	159730000	"1:159205000-159730000"	-0.198038286285164	0.206767241024612	53	0.362882679472335
"18"	"1"	213410000	214330000	"1:213410000-214330000"	3.36629536356137	0.000827889815053329	92	0.00337360849686516
